         6225866 function calls (6187628 primitive calls) in 13.866 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      108    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\collections\__init__.py:348(namedtuple)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1330(__init__)
      330    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:432(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2941(_wait_cursor_for_draw_cm)
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'ImagingDecoder' objects}
       63    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:55(_any)
       27    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2282(__init__)
      964    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:292(get_transform_rotates_text)
      312    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:550(set_markevery)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:299(set_position)
      399    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      750    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:246(_get_multialignment)
      619    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\cycler\__init__.py:416(by_key)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:2013(_validate_steps)
       45    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:156(read)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3046(__init__)
      132    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:565(__getitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3278(signature)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:865(sort)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1518(_cached_realpath)
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:671(__array_interface__)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3024(from_callable)
      262    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2786(get_affine)
      247    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:298(set_rotation_mode)
      708    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:912(<listcomp>)
      105    0.000    0.000    0.000    0.000 <frozen _collections_abc>:878(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:970(parse)
     1276    0.000    0.000    0.000    0.000 {built-in method math.floor}
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:873(_set_lim_and_transforms)
       18    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2485(get_ticks_position)
       54    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1493(get_majorticklocs)
        4    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:435(set_cursor)
       78    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:493(set_hatch)
      6/3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2428(_signature_from_callable)
      241    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:321(set_antialiased)
     1165    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2687(_max_dispatcher)
      672    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
     1150    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2831(_min_dispatcher)
      740    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:552(formatter)
       16    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1218(winfo_rgb)
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:908(createToolTip)
      623    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
     1329    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      964    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:601(get_wrap)
      635    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:404(<genexpr>)
      672    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:100(__call__)
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3040(fromarray)
      516    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:1227(__reduce_ex__)
     1674    0.000    0.000    0.000    0.000 {built-in method math.factorial}
       79    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:301(set_antialiased)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       82    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:102(_cnfmerge)
      151    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\ma\core.py:587(filled)
      4/2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:447(_parse_sub)
      848    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:611(get_gid)
       27    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1043(_translate_tick_params)
      964    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1347(get_parse_math)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:551(destroy)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1074(get_position)
      392    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:260(points_to_pixels)
       18    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2202(_get_ticks_position)
      512    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:571(_code)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:409(to_rgba_array)
        9    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:985(intervalx)
      418    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1000(set_linewidth)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3432(set_xlabel)
      428    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:558(__getattr__)
      632    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:834(get_clip_path)
      108    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_ufunc_config.py:452(_no_nep50_warning)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_pylab_helpers.py:44(destroy)
       78    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:473(set_joinstyle)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1893(set_major_locator)
     1354    0.000    0.000    0.000    0.000 {method 'getdouble' of '_tkinter.tkapp' objects}
       42    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:135(get_patch_transform)
       13    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2436(pack_configure)
      102    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:332(intervalx)
      750    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:317(get_rotation_mode)
      632    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:723(get_path_effects)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3685(set_ylabel)
        9    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:748(_is_dark)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3176(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:2097(resize)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:412(get_subplot_params)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2512(cumsum)
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:711(tobytes)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\histograms.py:283(_ravel_and_check_weights)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
      632    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:849(get_dashes)
       27    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\getlimits.py:484(__new__)
       31    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
       95    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:825(__setattr__)
       15    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\function_base.py:1324(diff)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:739(_get_shared_axis)
      786    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:283(get_loc)
       36    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:536(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4642(<listcomp>)
       21    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:1183(copy)
      819    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2119(get_matrix)
      426    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1734(isEnabledFor)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2856(__init__)
      574    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       27    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\getlimits.py:612(tiny)
       18    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:586(set_clip_box)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3041(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2860(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:744(_get_color)
      632    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1004(set_url)
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:2983(frombuffer)
      208    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\socket.py:78(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
      210    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\socket.py:88(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
      211    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\socket.py:93(<lambda>)
      209    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\socket.py:83(<lambda>)
      848    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:180(open_group)
      4/2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:507(_parse)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\histograms.py:360(_get_bin_edges)
      108    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:1708(__call__)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1867(_set_formatter)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:834(_Spacer)
       54    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2218(<genexpr>)
      632    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1038(get_hatch_color)
      848    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:187(close_group)
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       27    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\getlimits.py:589(smallest_normal)
       27    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:194(crc)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
      241    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1335(set_parse_math)
      632    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:886(get_snap)
       95    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:186(__init__)
      600    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:279(get_fillstyle)
      401    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       42    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:270(get_patch_transform)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       16    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2333(_signature_from_function)
      392    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:1238(name)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\function_base.py:24(linspace)
        6    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\BmpImagePlugin.py:1(<module>)
      174    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       86    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      632    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1027(get_hatch)
      632    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1046(get_hatch_linewidth)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:563(destroy)
      632    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1050(get_sketch_params)
       82    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:350(width)
       62    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:215(_vhstack_dispatcher)
       51    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:147(splitroot)
      292    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2972(<listcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:754(set_clip_box)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      418    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1012(set_snap)
       16    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1491(_getints)
        4    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:847(after)
       14    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:679(destroy)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_SetProcessDpiAwareness_max}
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:509(_compile_info)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2243(mpl_connect)
        4    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:35(_get_running_interactive_framework)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:2159(view_limits)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:875(after_idle)
      179    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
      632    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:807(restore)
      452    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\socket.py:663(SocketIO)
      198    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\image.py:124(<genexpr>)
      838    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2865(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1152(get_inverted)
      376    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1145(score_style)
       35    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:514(_new)
      292    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3980(get_navigate)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3123(set_axisbelow)
       78    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\hatch.py:182(_validate_hatch_pattern)
      179    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
      366    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1633(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1701(__init__)
       43    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\_distutils_hack\__init__.py:82(find_spec)
      458    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:153(concatenate)
      325    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      214    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:246(get_canvas_width_height)
      108    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\_binary.py:84(i32be)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       36    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:732(<genexpr>)
       74    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:820(load)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2338(_loadtk)
      418    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:664(get_sketch_params)
        9    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:957(load_end)
      376    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1209(score_size)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\deprecation.py:128(deprecate)
      231    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\cycler\__init__.py:259(__iter__)
